Epoch,epoch,train_mae_sbp,train_mae_dbp,train_mae,val_mae_sbp,val_mae_dbp,val_mae,train_mse_sbp,train_mse_dbp,train_mse,val_mse_sbp,val_mse_dbp,val_mse,lr,features
0,0,73.36136996361518,32.61130059149958,105.97267021671418,13.31885552406311,8.588231801986694,21.907087802886963,7555.531667401714,1518.4077625889931,9073.939407840851,274.6507339477539,8.588231801986694,283.2389602661133,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
1,1,12.43566220806491,8.891714419088055,21.327376704062186,12.144033432006836,6.09345805644989,18.237491607666016,264.09469063051284,134.4206998271327,398.515388734879,252.19683456420898,6.09345805644989,258.2902946472168,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
2,2,10.678889336124543,6.010609457569737,16.689498778312437,10.38837742805481,5.8530033826828,16.24138069152832,207.2947038219821,70.7335692374937,278.0282730594758,198.50552368164062,5.8530033826828,204.35852432250977,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
3,3,10.124121727481965,5.8329904310164915,15.957112158498456,10.587898969650269,6.020511269569397,16.608410358428955,196.19677488265498,68.4134655614053,264.6102398287865,207.03168869018555,6.020511269569397,213.05219650268555,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
4,4,9.842138567278463,5.65931458627024,15.501453184312389,9.862731456756592,5.50487220287323,15.367603540420532,188.30245774792087,65.0385257351783,253.34098569808467,181.6153335571289,5.50487220287323,187.1202049255371,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
5,5,9.808807342283187,5.4757468931136595,15.284554204633158,9.616892337799072,5.667700409889221,15.284592628479004,184.90596500519783,61.88264637608682,246.78861408848917,176.2160415649414,5.667700409889221,181.88373947143555,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
6,6,9.625536334130071,5.358409143263294,14.983945477393366,9.478123426437378,5.330409288406372,14.808532476425171,179.88862166866178,60.4417597862982,240.33038182412423,176.21020126342773,5.330409288406372,181.54061126708984,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
7,7,9.537393662237353,5.262479597522367,14.79987322899603,9.320082902908325,5.188947319984436,14.50903034210205,177.06216775217365,59.14077709567162,236.20294632450228,170.9027214050293,5.188947319984436,176.09167098999023,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
8,8,9.658288586524225,5.265396748819659,14.923685289198353,9.478948831558228,5.148694396018982,14.627643346786499,181.46228814894152,59.04899449502268,240.51128362840223,175.3545913696289,5.148694396018982,180.50328826904297,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
9,9,9.50894066595262,5.2080417756111395,14.716982503091135,9.35697889328003,5.138756275177002,14.495734930038452,177.60165257607736,58.055164829377205,235.65681703629033,170.5195770263672,5.138756275177002,175.65833282470703,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
10,10,9.449968891759072,5.173252136476578,14.623221028235651,9.39338731765747,5.052298188209534,14.445685625076294,175.3756807388798,57.95664830361643,233.3323290424962,169.123046875,5.052298188209534,174.17534255981445,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
11,11,9.34628846568446,5.181056868645452,14.527345380475444,9.248754262924194,5.049033045768738,14.297786951065063,172.42755274618827,58.05440053632182,230.48195279029107,168.21643829345703,5.049033045768738,173.26547241210938,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
12,12,9.523497396899808,5.197051678934405,14.720549152743432,9.219659090042114,5.068049073219299,14.287708044052124,176.9008557719569,57.7556992807696,234.65655517578125,167.17903518676758,5.068049073219299,172.2470817565918,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
13,13,9.34753027269917,5.1578777682396675,14.505408071702526,9.152152299880981,4.961845278739929,14.1139976978302,173.57607933782762,57.23854200301632,230.8146214638987,166.07906341552734,4.961845278739929,171.04090881347656,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
14,14,9.360790406503986,5.084678911393689,14.445469271752142,9.115752696990967,5.094847321510315,14.210600137710571,173.1509473246913,56.2343993648406,229.38534841229838,167.4348907470703,5.094847321510315,172.5297393798828,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
15,15,9.338364170443628,5.126462613382647,14.464826799208119,9.542028665542603,4.9808589220047,14.522887468338013,172.8166991203062,56.6932867726972,229.5099861391129,183.4661407470703,4.9808589220047,188.4469985961914,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
16,16,9.402045280702653,5.111911942881923,14.513957208202731,9.20265245437622,4.963881611824036,14.166534185409546,176.11051005701864,56.5623533187374,232.67286239131803,166.75697326660156,4.963881611824036,171.72085571289062,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
17,17,9.207872606092884,5.020090549222885,14.227963170697612,9.44656753540039,5.1842886209487915,14.630856275558472,169.77235363375755,55.402710822320756,225.17506310247606,176.6676368713379,5.1842886209487915,181.85192489624023,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
18,18,9.238893908839072,5.142454916431058,14.381348763742755,9.033984661102295,5.122033953666687,14.156018733978271,171.0582733154297,56.77342064149918,227.83169358776462,167.53008651733398,5.122033953666687,172.6521224975586,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
19,19,9.243885563265893,5.068092238518499,14.311977817166236,9.096956253051758,4.877747535705566,13.974704027175903,171.5332247826361,55.371334075927734,226.90455922772807,169.47023391723633,4.877747535705566,174.34798049926758,0.020000000000000004,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
20,20,8.948818237550798,4.910966334804412,13.859784526209678,8.786075115203857,4.830267548561096,13.616342782974243,164.08964292464717,53.84443775300057,217.93408153903098,159.81210708618164,4.830267548561096,164.64237594604492,0.020000000000000004,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD50']"
