epoch,train_mae_sbp,train_mae_dbp,train_mae,val_mae_sbp,val_mae_dbp,val_mae,train_mse_sbp,train_mse_dbp,train_mse,val_mse_sbp,val_mse_dbp,val_mse,lr,features
0,74.01310773049632,32.75011597910235,106.76322407876292,12.108011484146118,8.152203679084778,20.260214805603027,7652.057593560988,1521.4570883474041,9173.514595277848,238.175048828125,8.152203679084778,246.32725143432617,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50', 'SW_DW_DIV_75', 'SW_DW_DIV_33', 'SW_DW_DIV_10']"
1,11.297821690959315,8.819145264164094,20.11696707817816,10.015969038009644,5.728743314743042,15.744712352752686,232.73263156029486,133.86590736143052,366.5985348609186,181.49112701416016,5.728743314743042,187.2198715209961,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50', 'SW_DW_DIV_75', 'SW_DW_DIV_33', 'SW_DW_DIV_10']"
2,9.523591749129757,5.6786941251447125,15.202285858892626,8.880502939224243,5.447681903839111,14.328185081481934,176.39598477271295,63.20555926907447,239.60154330345893,155.2580223083496,5.447681903839111,160.70570373535156,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50', 'SW_DW_DIV_75', 'SW_DW_DIV_33', 'SW_DW_DIV_10']"
3,8.874991416931152,5.240769186327534,14.11576061864053,8.620136976242065,5.231307148933411,13.851444005966187,157.29404990903794,55.04244121428459,212.33649223081528,142.58319473266602,5.231307148933411,147.81450271606445,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50', 'SW_DW_DIV_75', 'SW_DW_DIV_33', 'SW_DW_DIV_10']"
4,8.440959484346452,4.894387398996661,13.335346929488644,8.42139744758606,4.9557530879974365,13.377150535583496,145.71867173717868,49.32686098160282,195.04553468765752,138.70534896850586,4.9557530879974365,143.6610984802246,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50', 'SW_DW_DIV_75', 'SW_DW_DIV_33', 'SW_DW_DIV_10']"
5,8.394233503649312,4.801651247086063,13.195884735353532,8.160133719444275,4.62924599647522,12.789379835128784,142.81708403556578,47.10646512431483,189.92354756016886,132.41262435913086,4.62924599647522,137.0418701171875,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50', 'SW_DW_DIV_75', 'SW_DW_DIV_33', 'SW_DW_DIV_10']"
6,8.14018089540543,4.655580966703353,12.79576184672694,8.346732139587402,4.851129770278931,13.197861909866333,135.98784785116874,45.11257565406061,181.10042399744833,134.80011749267578,4.851129770278931,139.6512451171875,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50', 'SW_DW_DIV_75', 'SW_DW_DIV_33', 'SW_DW_DIV_10']"
7,8.000929201802899,4.549337556285243,12.550266758088142,7.966075778007507,4.444414496421814,12.410490274429321,131.39096093946887,43.74975745908676,175.14071852161038,128.8446102142334,4.444414496421814,133.28902435302734,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50', 'SW_DW_DIV_75', 'SW_DW_DIV_33', 'SW_DW_DIV_10']"
8,7.935508005080685,4.442032398716096,12.37754040379678,8.067236423492432,4.602468967437744,12.669705390930176,130.80096853933026,42.07461449407762,172.8755832795174,131.25882148742676,4.602468967437744,135.86129188537598,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50', 'SW_DW_DIV_75', 'SW_DW_DIV_33', 'SW_DW_DIV_10']"
9,7.664537891264884,4.3333903743374735,11.997928219456826,8.11498212814331,4.481594800949097,12.596576690673828,124.17769844301286,40.44430455853862,164.62200386293472,132.55392837524414,4.481594800949097,137.0355224609375,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50', 'SW_DW_DIV_75', 'SW_DW_DIV_33', 'SW_DW_DIV_10']"
