Epoch,epoch,train_mae_sbp,train_mae_dbp,train_mae,val_mae_sbp,val_mae_dbp,val_mae,train_mse_sbp,train_mse_dbp,train_mse,val_mse_sbp,val_mse_dbp,val_mse,lr,features
0,0,26.731446535356582,12.922562168490503,39.65400859617418,9.743346418653216,5.389134781701224,15.132481098175049,2068.1804745581844,425.1853467264483,2493.365830083047,187.7544446672712,5.389134781701224,193.1435808454241,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50']"
1,1,10.250714825045678,6.014529289737824,16.265244084019816,9.819288969039917,5.625744700431824,15.445033550262451,197.60518966182585,66.598572146508,264.2037619313886,182.23132705688477,5.625744700431824,187.85707473754883,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50']"
2,2,9.018055054449267,5.362709968320785,14.380765022770051,8.558152914047241,5.201239347457886,13.759392261505127,163.47115448982484,56.78356822844474,220.25472333354335,143.72002029418945,5.201239347457886,148.92126083374023,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50']"
3,3,8.667020659292898,5.209433155675089,13.876453799586143,8.293169736862183,4.906444430351257,13.19961428642273,151.60802164385396,53.26744116506269,204.8754621936429,133.8982276916504,4.906444430351257,138.80467224121094,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50']"
4,4,8.365473778017106,5.025349663149926,13.390823518076251,8.548290014266968,5.298424482345581,13.846714496612549,141.79336227909212,50.58688219131962,192.38024459346647,139.17150497436523,5.298424482345581,144.46992874145508,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50']"
5,5,8.451914233546104,5.006511888196392,13.458426106360651,8.115519881248474,4.821915149688721,12.937434911727905,141.9164564071163,49.57536525111045,191.4918222735005,127.84400177001953,4.821915149688721,132.6659164428711,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50']"
6,6,8.282979226881459,4.876287460327148,13.159266717972294,7.979355096817017,4.797857642173767,12.777212619781494,139.4418214367282,47.67248165991999,187.11430260442918,125.35664749145508,4.797857642173767,130.15450859069824,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50']"
7,7,8.043234886661653,4.821166746077999,12.864401632739652,7.879083752632141,4.7715606689453125,12.650644302368164,132.11735977665072,46.55073584279707,178.66809623472153,122.69858169555664,4.7715606689453125,127.47014045715332,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50']"
8,8,8.065106176560924,4.773787759965466,12.838893921144548,7.863971829414368,4.529826879501343,12.393798589706421,131.0786647181357,46.21614370038432,177.29480915684854,120.49642753601074,4.529826879501343,125.02625465393066,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50']"
9,9,7.830856400151407,4.653498849561138,12.484355157421481,8.014412641525269,4.658604264259338,12.673017263412476,127.9226322789346,44.13812674245527,172.06075852917087,125.44121360778809,4.658604264259338,130.0998191833496,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD', 'SW_DW_ADD10', 'SW_DW_ADD25', 'SW_DW_ADD33', 'SW_DW_ADD50', 'SW_DW_ADD66', 'SW_DW_ADD75', 'DW10', 'SW_DW_DIV_50']"
