epoch,train_mae_sbp,train_mae_dbp,train_mae,val_mae_sbp,val_mae_dbp,val_mae,train_mse_sbp,train_mse_dbp,train_mse,val_mse_sbp,val_mse_dbp,val_mse,lr,features
0,74.36400256618377,33.01345500638408,107.37745697267594,15.688591241836548,9.696736097335815,25.385327339172363,7683.275951754662,1551.4461719143776,9234.722026209678,379.24573516845703,9.696736097335815,388.94246673583984,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
1,13.90009606269098,9.604892300021264,23.504988393475934,12.818888425827026,6.865237236022949,19.684125900268555,325.6513415921119,151.94618175875755,477.59752335086944,282.34529876708984,6.865237236022949,289.21053314208984,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
2,12.729061372818485,6.8173684304760345,19.546429787912675,11.965710639953613,6.570565581321716,18.53627634048462,288.88573037424396,86.61831960370463,375.5040470246346,265.4934310913086,6.570565581321716,272.0639953613281,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
3,12.349458602166944,6.52161027539161,18.871068769885646,11.811395168304443,6.536467671394348,18.347862720489502,282.9364998109879,81.27964954991495,364.21615108366933,266.1435012817383,6.536467671394348,272.67996978759766,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
4,12.033520883129489,6.439587516169394,18.473108291625977,12.015493631362915,6.3999186754226685,18.415411949157715,271.4742948470577,79.477049304593,350.9513421827747,272.68578338623047,6.3999186754226685,279.08570098876953,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
5,11.889447304510302,6.383074683527792,18.272522095711,12.26667857170105,6.54845130443573,18.81512975692749,266.07641355453,79.04663799655053,345.123052781628,267.80360412597656,6.54845130443573,274.35205078125,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
6,11.851450489413354,6.356245840749433,18.2076962993991,11.640588760375977,6.361660838127136,18.002249240875244,265.0229767830141,78.05211885513798,343.0750939153856,249.76855087280273,6.361660838127136,256.13021087646484,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
7,11.735725402832031,6.306652053709953,18.04237741039645,11.575212478637695,6.422216892242432,17.997429370880127,259.1099380985383,76.89507367534023,336.0050127583165,257.9739685058594,6.422216892242432,264.3961868286133,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
8,11.700932041291267,6.2234970369646625,17.924429247456214,11.486289978027344,6.163120269775391,17.649409770965576,260.45259389569685,75.71120895877961,336.16380260836695,249.9184799194336,6.163120269775391,256.081600189209,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
9,11.745999059369487,6.177638407676451,17.923637574718846,11.40730357170105,6.131289601325989,17.538593292236328,259.27472071493827,74.61725567233178,333.89197860225556,250.85409927368164,6.131289601325989,256.98538970947266,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
10,11.696371201545961,6.197294635157431,17.893665805939705,11.660352945327759,6.2947927713394165,17.955145359039307,260.35572618053806,75.42315944548577,335.7788853799143,272.4972686767578,6.2947927713394165,278.7920684814453,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
11,11.637580471654092,6.111200947915354,17.748781450333134,11.6189546585083,6.214441776275635,17.833396911621094,259.5069122314453,73.46704347672001,332.97395472372733,254.53126907348633,6.214441776275635,260.7457046508789,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
12,11.498952865600586,6.079814880124984,17.578767838016635,11.273201704025269,6.3998225927352905,17.67302417755127,254.36469047300278,73.2632574266003,327.6279503606981,247.84869766235352,6.3998225927352905,254.2485237121582,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
13,11.611803547028572,6.154795415939823,17.76659910140499,11.335264205932617,6.170067548751831,17.505331993103027,259.1325289818548,74.64706248621786,333.7795931908392,257.19126892089844,6.170067548751831,263.36133575439453,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
14,11.462272305642404,6.037649739173151,17.49992186023343,11.394676923751831,6.11144232749939,17.50611925125122,255.4994600357548,72.4784892912834,327.9779485887097,251.25691986083984,6.11144232749939,257.3683662414551,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
15,11.650835221813571,6.058345963878017,17.709181139546057,11.710354328155518,6.239960074424744,17.950314044952393,258.52753276209677,72.56479669386341,331.0923314248362,262.89125061035156,6.239960074424744,269.1312026977539,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
16,11.531701272533786,6.062825741306428,17.594526906167307,11.22029733657837,6.063265800476074,17.283563137054443,254.1481185420867,72.33386796520603,326.4819847845262,250.5195770263672,6.063265800476074,256.5828437805176,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
17,11.47013565801805,5.981299784875685,17.45143521216608,11.365625381469727,5.991652965545654,17.35727834701538,257.1444298528856,71.94101875059066,329.08545020318803,255.6170539855957,5.991652965545654,261.6087112426758,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
18,11.39806870491274,5.980889243464316,17.378957932995213,11.395281791687012,5.980545163154602,17.375826358795166,251.05572903540826,71.21789833807176,322.2736274965348,255.8549346923828,5.980545163154602,261.8354797363281,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
19,11.515840561159196,5.980264679078133,17.496105378673924,11.443316221237183,5.910621643066406,17.353938102722168,258.7797108311807,71.2093966084142,329.9891071934854,259.920108795166,5.910621643066406,265.8307342529297,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
20,11.46876993486958,6.015789078127954,17.484559089906753,11.80610179901123,6.021210670471191,17.827312469482422,256.8610263947518,72.08931929065335,328.9503459315146,265.88231658935547,6.021210670471191,271.9035186767578,0.1,"['CP', 'DT', 'SUT', 'SUT_DT_ADD']"
